RadDecay Generated Info of: PHOTONS.REC
Probability, Energy(MeV), Nuclide
0.011711	0.563230	As-76   
0.001386	0.571300	As-76   
0.060792	0.657030	As-76   
0.003934	0.665310	As-76   
0.001162	0.740120	As-76   
0.001162	0.771760	As-76   
0.001252	0.867630	As-76   
0.001430	1.129900	As-76   
0.016271	1.212700	As-76   
0.038442	1.216000	As-76   
0.013857	1.228500	As-76   
0.003263	1.439100	As-76   
0.001296	1.453600	As-76   
0.003308	1.787700	As-76   
0.006616	2.096300	As-76   
0.003934	2.110800	As-76   
0.006531	1.152000	As-76   
0.002041	0.087876	As-77   
0.001272	0.161930	As-77   
0.015700	0.239000	As-77   
0.004239	0.249790	As-77   
0.006123	0.520650	As-77   
0.000952	0.245510	As-77   
0.000044	0.685160	At-211  
0.197270	0.011100	At-211  
0.127020	0.076862	At-211  
0.212760	0.079290	At-211  
0.095480	0.089800	At-211  
0.002455	0.687000	At-211  
0.000400	0.594500	At-217  
0.293470	0.009440	Au-194  
0.227780	0.065122	Au-194  
0.390710	0.066832	Au-194  
0.170090	0.075700	Au-194  
0.001276	0.163950	Au-194  
0.003445	0.203010	Au-194  
0.001085	0.290760	Au-194  
0.111650	0.293540	Au-194  
0.009187	0.300740	Au-194  
0.003318	0.318140	Au-194  
0.638000	0.328450	Au-194  
0.015440	0.364870	Au-194  
0.001723	0.449360	Au-194  
0.011867	0.482860	Au-194  
0.017226	0.528760	Au-194  
0.005614	0.530170	Au-194  
0.002641	0.589180	Au-194  
0.003509	0.593350	Au-194  
0.001659	0.594290	Au-194  
0.003190	0.607540	Au-194  
0.007975	0.621290	Au-194  
0.014674	0.621970	Au-194  
0.023096	0.645150	Au-194  
0.001161	0.668270	Au-194  
0.004466	0.703540	Au-194  
0.001327	0.736230	Au-194  
0.001978	0.810650	Au-194  
0.001340	0.843890	Au-194  
0.001085	0.855800	Au-194  
0.001659	0.889980	Au-194  
0.003062	0.925260	Au-194  
0.011931	0.938710	Au-194  
0.023670	0.948290	Au-194  
0.002169	1.000100	Au-194  
0.003254	1.038600	Au-194  
0.008996	1.048600	Au-194  
0.021628	1.104100	Au-194  
0.001340	1.119700	Au-194  
0.014610	1.150800	Au-194  
0.004530	1.156600	Au-194  
0.020990	1.175300	Au-194  
0.006635	1.183500	Au-194  
0.011867	1.218800	Au-194  
0.001148	1.291700	Au-194  
0.001786	1.293700	Au-194  
0.002807	1.302300	Au-194  
0.001595	1.308200	Au-194  
0.003062	1.339600	Au-194  
0.012505	1.342200	Au-194  
0.003445	1.421700	Au-194  
0.001531	1.431400	Au-194  
0.001914	1.441800	Au-194  
0.003381	1.450200	Au-194  
0.007656	1.463500	Au-194  
0.067628	1.468900	Au-194  
0.001404	1.487100	Au-194  
0.001850	1.492200	Au-194  
0.004019	1.500500	Au-194  
0.003254	1.562800	Au-194  
0.010846	1.592400	Au-194  
0.006380	1.593500	Au-194  
0.018502	1.595800	Au-194  
0.002552	1.602000	Au-194  
0.002169	1.617700	Au-194  
0.001978	1.622200	Au-194  
0.002456	1.632900	Au-194  
0.001805	1.670700	Au-194  
0.001442	1.675700	Au-194  
0.001786	1.689700	Au-194  
0.007146	1.715200	Au-194  
0.002999	1.735300	Au-194  
0.004083	1.785500	Au-194  
0.006061	1.797300	Au-194  
0.001914	1.803100	Au-194  
0.001850	1.805800	Au-194  
0.002488	1.829400	Au-194  
0.004211	1.835300	Au-194  
0.018502	1.885900	Au-194  
0.015950	1.887000	Au-194  
0.001340	1.911300	Au-194  
0.021054	1.924200	Au-194  
0.001723	1.958700	Au-194  
0.004594	1.969700	Au-194  
0.038280	2.043700	Au-194  
0.002807	2.114200	Au-194  
0.001786	2.215500	Au-194  
0.001774	2.312000	Au-194  
0.023276	1.020200	Au-194  
0.033200	0.511000	Au-194  
0.565230	0.009440	Au-195  
0.007493	0.030876	Au-195  
0.289520	0.065122	Au-195  
0.496600	0.066832	Au-195  
0.216180	0.075700	Au-195  
0.108600	0.098880	Au-195  
0.008145	0.129760	Au-195  
0.000194	0.206110	Au-195  
0.349850	0.009710	Au-195m 
0.001630	0.061460	Au-195m 
0.066803	0.066989	Au-195m 
0.114190	0.068804	Au-195m 
0.049955	0.078000	Au-195m 
0.015600	0.200380	Au-195m 
0.682000	0.261750	Au-195m 
0.000655	0.196690	Au-195m 
0.280160	0.009440	Au-196  
0.219940	0.065122	Au-196  
0.377260	0.066832	Au-196  
0.164230	0.075700	Au-196  
0.230700	0.333030	Au-196  
0.877180	0.355730	Au-196  
0.001500	1.091400	Au-196  
0.001739	0.543030	Au-196  
0.000572	0.009990	Au-196  
0.000521	0.068895	Au-196  
0.000885	0.070819	Au-196  
0.000389	0.080300	Au-196  
0.066604	0.426090	Au-196  
0.012732	0.009990	Au-198  
0.008053	0.068895	Au-198  
0.013695	0.070819	Au-198  
0.006024	0.080300	Au-198  
0.955100	0.411800	Au-198  
0.010602	0.675890	Au-198  
0.002292	1.087700	Au-198  
0.133310	0.009990	Au-199  
0.003275	0.049825	Au-199  
0.048434	0.068895	Au-199  
0.082371	0.070819	Au-199  
0.036233	0.080300	Au-199  
0.368000	0.158380	Au-199  
0.083536	0.208200	Au-199  
0.127680	0.004290	Ba-131  
0.276560	0.030625	Ba-131  
0.512140	0.030973	Ba-131  
0.183770	0.035000	Ba-131  
0.007301	0.078764	Ba-131  
0.006412	0.092289	Ba-131  
0.289690	0.123800	Ba-131  
0.021575	0.133610	Ba-131  
0.001900	0.157150	Ba-131  
0.197500	0.216070	Ba-131  
0.024008	0.239620	Ba-131  
0.006412	0.246880	Ba-131  
0.028220	0.249430	Ba-131  
0.001666	0.294510	Ba-131  
0.001020	0.351190	Ba-131  
0.139930	0.373240	Ba-131  
0.013057	0.404040	Ba-131  
0.001030	0.461250	Ba-131  
0.003234	0.480400	Ba-131  
0.020732	0.486510	Ba-131  
0.468000	0.496310	Ba-131  
0.001554	0.572670	Ba-131  
0.012215	0.585030	Ba-131  
0.013619	0.620090	Ba-131  
